Search Query,Title,Material,Weight Value,Net Quantity,Link,img_url
plastic chair,"Prima Plastic Chair for Living Room | Set of 2 | Chair for Home, Living Room, Outdoor | Stackable Chair Without Arm | 100% Virgin Plastic | Chair 4013 (Sandalwood Colour)",Plastic,0.95,2,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNTM1NzkxMDIwNTc5MzE4OjE3NTY5MTM5NDM6c3BfYXRmOjIwMDI2MzMzMDAxMTk4OjowOjo&url=%2FPrima-Plastic-4013-Stackable-Structure%2Fdp%2FB097KHPML8%2Fref%3Dsr_1_4_sspa%3Fdib%3DeyJ2IjoiMSJ9.cycJYqb2GfGp9y44gE6AAHG8PkSBKWSrQGYfE6bQni8jKSHaRUj_5E142Y2259JrehhkoIGJJKW-1GdIG-mDppdVY_ZDlg0oCB5Xpo0Vv_rPZLbmUyd5gqOCRed1zAzE_4wFiYmXNDtZUVTl1e2bki8nIq59o3vexXr63sUpP15WOvkdG4vW0kAqejOfkeuqw3Ba9usutJFyDwxfgZZUNzz8l8byZ_gOgXjgQpgwH8EExUIQmsEC2roIf2XN2nxOrw4qhKbRWGKyqfEiftaFswBB4DePWAtXpsMsXRfWGsE.sLQw0-2WxA_l6qnhWoY_0ckyA5Qvmk8EaYZ5zvKxS24%26dib_tag%3Dse%26keywords%3Dplastic%2Bchair%26qid%3D1756913942%26sr%3D8-4-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1&aref=d1rhrLhl63&sp_cr=ZAZ , https://m.media-amazon.com/images/I/41CzZ1zGbBL._SY300_SX300_QL70_FMwebp_.jpg
plastic chair,Bharat Sales Stackable Plastic Chair | Single‑Moulded Waterproof & Weather‑Resistant | Armless Ergonomic Seating for Indoor Outdoor Dining Office Events | Brown,Plastic,0.4,1,https://www.amazon.in/Bharat-Sales-Single%E2%80%91Moulded-Waterproof-Weather%E2%80%91Resistant/dp/B0FD3DTHSG/ref=sr_1_6?dib=eyJ2IjoiMSJ9.cycJYqb2GfGp9y44gE6AAHG8PkSBKWSrQGYfE6bQni8jKSHaRUj_5E142Y2259JrehhkoIGJJKW-1GdIG-mDppdVY_ZDlg0oCB5Xpo0Vv_rPZLbmUyd5gqOCRed1zAzE_4wFiYmXNDtZUVTl1e2bki8nIq59o3vexXr63sUpP15WOvkdG4vW0kAqejOfkeuqw3Ba9usutJFyDwxfgZZUNzz8l8byZ_gOgXjgQpgwH8EExUIQmsEC2roIf2XN2nxOrw4qhKbRWGKyqfEiftaFswBB4DePWAtXpsMsXRfWGsE.sLQw0-2WxA_l6qnhWoY_0ckyA5Qvmk8EaYZ5zvKxS24&dib_tag=se&keywords=plastic+chair&qid=1756913942&sr=8-6 , https://m.media-amazon.com/images/I/311KhJd9VBL._SX300_SY300_QL70_FMwebp_.jpg
plastic chair,"Bharat Sales Plastic Chair Luxury High Back Chair With Comfortable Back Posture Matt & Glos Pattern Set Of 1 Dining Bedroom, Kitchen, Living Room 150Kg Capacity Strong & Sturdy - Blue",Plastic,0.4,1,https://www.amazon.in/Bharat-Sales-Plastic-Capacity-Structure/dp/B08LBNDMYW/ref=sr_1_7?dib=eyJ2IjoiMSJ9.cycJYqb2GfGp9y44gE6AAHG8PkSBKWSrQGYfE6bQni8jKSHaRUj_5E142Y2259JrehhkoIGJJKW-1GdIG-mDppdVY_ZDlg0oCB5Xpo0Vv_rPZLbmUyd5gqOCRed1zAzE_4wFiYmXNDtZUVTl1e2bki8nIq59o3vexXr63sUpP15WOvkdG4vW0kAqejOfkeuqw3Ba9usutJFyDwxfgZZUNzz8l8byZ_gOgXjgQpgwH8EExUIQmsEC2roIf2XN2nxOrw4qhKbRWGKyqfEiftaFswBB4DePWAtXpsMsXRfWGsE.sLQw0-2WxA_l6qnhWoY_0ckyA5Qvmk8EaYZ5zvKxS24&dib_tag=se&keywords=plastic+chair&qid=1756913942&sr=8-7 , https://m.media-amazon.com/images/I/41Hjq9MS2JL._SX300_SY300_QL70_FMwebp_.jpg
vase,"TIED RIBBONS Flower Vase (Set of 2, Multi, 9.8 & 5.5 Inches) for Home Décor Decorative Ceramic Flowers Plants Living Room Bedroom Kitchen Office Wall Table Decoration Dining Table Bedroom Gift Item",Ceramic,0.25,1,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4NDY0MzIxNTEzMTY5OTY6MTc1NjkxNDEwMjpzcF9hdGY6MjAxMTUyOTkzNzI5OTg6OjA6Og&url=%2FTIED-RIBBONS-Decorative-Centerpiece-Decoration%2Fdp%2FB0BSV5QQZT%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9._jICbTCCl4EscNtEPH6mdWFBm_FtwSXOxJkrCo7IKu-k-ndHamfU34rGKeJbEeW5COBtRSsWatLF5EtQvF2ZXVU1X7oWD8eHuCAmFWQi15kUH_zKRx6_We6llQlNUtCONWQe8vQXN1Scgbl6gy9l8558LppEcTuv57_JdHIgDxPHgoaX-SSaLtTfi2tkLWOllvKJuGb_JFY4JXdEJyBurnBfe0ErIObCWprmS4zAwh7C8ZfFvrbC0yNAScXOpxRC0ZxDdgg9moRovKyu8VRQJQrTfmJXao97FT7m4_R0SAY.vKROiOqYEJoGqcVcEI-g3m-sGE01fzzdU1WCPk23t_s%26dib_tag%3Dse%26keywords%3Dvase%26qid%3D1756914102%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1&aref=lwb01DNJAv&sp_cr=ZAZ , https://m.media-amazon.com/images/I/41ULIQLKzhL._SX300_SY300_QL70_FMwebp_.jpg
vase,Behoma Metal Hammered Vase for Home Decor Decoratives for Living Room | Best Gift for Birthday Anniversary Valentine's Day Diwali Ganpati Onam |Golden Oblong Shape 1 Large Pcs (Flower not Included),Metal,0.35,1,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4NDY0MzIxNTEzMTY5OTY6MTc1NjkxNDEwMjpzcF9hdGY6MzAwNTAyNTQ4ODQ1NTMyOjowOjo&url=%2FHammered-Decoratives-Birthday-Anniversary-Full%2Fdp%2FB0C6Y5DDQ8%2Fref%3Dsr_1_2_sspa%3Fdib%3DeyJ2IjoiMSJ9._jICbTCCl4EscNtEPH6mdWFBm_FtwSXOxJkrCo7IKu-k-ndHamfU34rGKeJbEeW5COBtRSsWatLF5EtQvF2ZXVU1X7oWD8eHuCAmFWQi15kUH_zKRx6_We6llQlNUtCONWQe8vQXN1Scgbl6gy9l8558LppEcTuv57_JdHIgDxPHgoaX-SSaLtTfi2tkLWOllvKJuGb_JFY4JXdEJyBurnBfe0ErIObCWprmS4zAwh7C8ZfFvrbC0yNAScXOpxRC0ZxDdgg9moRovKyu8VRQJQrTfmJXao97FT7m4_R0SAY.vKROiOqYEJoGqcVcEI-g3m-sGE01fzzdU1WCPk23t_s%26dib_tag%3Dse%26keywords%3Dvase%26qid%3D1756914102%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1&aref=iLpKGzWsJv&sp_cr=ZAZ , https://m.media-amazon.com/images/I/51uZgQj5nNL._SX300_SY300_QL70_FMwebp_.jpg
vase,Behoma Metal Flower Vase for Home Decor Living Room Kitchen Office Wedding | Round Shape Metal Table Decorative Flower Pot Gold Colour Small (Flower not Included),Metal,0.36,1,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4NDY0MzIxNTEzMTY5OTY6MTc1NjkxNDEwMjpzcF9hdGY6MzAwNDE0MzAxMjM1MjMyOjowOjo&url=%2FKitchen-Wedding-Decorative-Small-Included%2Fdp%2FB0D6QQXSTW%2Fref%3Dsr_1_3_sspa%3Fdib%3DeyJ2IjoiMSJ9._jICbTCCl4EscNtEPH6mdWFBm_FtwSXOxJkrCo7IKu-k-ndHamfU34rGKeJbEeW5COBtRSsWatLF5EtQvF2ZXVU1X7oWD8eHuCAmFWQi15kUH_zKRx6_We6llQlNUtCONWQe8vQXN1Scgbl6gy9l8558LppEcTuv57_JdHIgDxPHgoaX-SSaLtTfi2tkLWOllvKJuGb_JFY4JXdEJyBurnBfe0ErIObCWprmS4zAwh7C8ZfFvrbC0yNAScXOpxRC0ZxDdgg9moRovKyu8VRQJQrTfmJXao97FT7m4_R0SAY.vKROiOqYEJoGqcVcEI-g3m-sGE01fzzdU1WCPk23t_s%26dib_tag%3Dse%26keywords%3Dvase%26qid%3D1756914102%26sr%3D8-3-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1&aref=2Iw0GtvZmj&sp_cr=ZAZ , https://m.media-amazon.com/images/I/41yz8m0menL._SX300_SY300_QL70_FMwebp_.jpg
vase,"Behoma Glossy Golden Metal Flower Vase for Home Decor| Decoration Item for Living Room Office|Table Decorative Flower Pot for Gifting on Diwali Ganpati Onam | (Pack of 2, Gold) (Flowers not Included)",Metal,0.9,2,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4NDY0MzIxNTEzMTY5OTY6MTc1NjkxNDEwMjpzcF9hdGY6MzAwNDk2NDA3Mzc2OTMyOjowOjo&url=%2FDecoration-Decorative-Gifting-Gold-Included%2Fdp%2FB0DQDM384V%2Fref%3Dsr_1_4_sspa%3Fdib%3DeyJ2IjoiMSJ9._jICbTCCl4EscNtEPH6mdWFBm_FtwSXOxJkrCo7IKu-k-ndHamfU34rGKeJbEeW5COBtRSsWatLF5EtQvF2ZXVU1X7oWD8eHuCAmFWQi15kUH_zKRx6_We6llQlNUtCONWQe8vQXN1Scgbl6gy9l8558LppEcTuv57_JdHIgDxPHgoaX-SSaLtTfi2tkLWOllvKJuGb_JFY4JXdEJyBurnBfe0ErIObCWprmS4zAwh7C8ZfFvrbC0yNAScXOpxRC0ZxDdgg9moRovKyu8VRQJQrTfmJXao97FT7m4_R0SAY.vKROiOqYEJoGqcVcEI-g3m-sGE01fzzdU1WCPk23t_s%26dib_tag%3Dse%26keywords%3Dvase%26qid%3D1756914102%26sr%3D8-4-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1&aref=3aqZqILfvH&sp_cr=ZAZ , https://m.media-amazon.com/images/I/517B1RjiNoL._SX300_SY300_QL70_FMwebp_.jpg
vase,"SPHINX White Ceramic Donut Vase, 6 Inch Modern Flower Vase for Pampas Grass, Dried Flowers, Home & Office Decor, Centerpiece, Handcrafted Gift Vase Only","Ceramic, Porcelain",0.39,1,https://www.amazon.in/SPHINX-Ceramic-Flower-Centrepiece-Gifts-Vase/dp/B0CQ23K1SB/ref=sr_1_5?dib=eyJ2IjoiMSJ9._jICbTCCl4EscNtEPH6mdWFBm_FtwSXOxJkrCo7IKu-k-ndHamfU34rGKeJbEeW5COBtRSsWatLF5EtQvF2ZXVU1X7oWD8eHuCAmFWQi15kUH_zKRx6_We6llQlNUtCONWQe8vQXN1Scgbl6gy9l8558LppEcTuv57_JdHIgDxPHgoaX-SSaLtTfi2tkLWOllvKJuGb_JFY4JXdEJyBurnBfe0ErIObCWprmS4zAwh7C8ZfFvrbC0yNAScXOpxRC0ZxDdgg9moRovKyu8VRQJQrTfmJXao97FT7m4_R0SAY.vKROiOqYEJoGqcVcEI-g3m-sGE01fzzdU1WCPk23t_s&dib_tag=se&keywords=vase&qid=1756914102&sr=8-5 , https://m.media-amazon.com/images/I/51OgGN51CbL._SX300_SY300_QL70_FMwebp_.jpg
vase,"SPHINX Decorative Glass Vase for Flowers Plants Home Decor Office Living Table Decorations, Vases for Home Decor, Luster Glass Vase, Heavy Weight, Sturdy- (Crystal Amber, Approx 9 Inches Height)",Glass,0.32,1,https://www.amazon.in/SPHINX-Decorative-Flowers-Plants-Decorations/dp/B0CSWJ39V4/ref=sr_1_6?dib=eyJ2IjoiMSJ9._jICbTCCl4EscNtEPH6mdWFBm_FtwSXOxJkrCo7IKu-k-ndHamfU34rGKeJbEeW5COBtRSsWatLF5EtQvF2ZXVU1X7oWD8eHuCAmFWQi15kUH_zKRx6_We6llQlNUtCONWQe8vQXN1Scgbl6gy9l8558LppEcTuv57_JdHIgDxPHgoaX-SSaLtTfi2tkLWOllvKJuGb_JFY4JXdEJyBurnBfe0ErIObCWprmS4zAwh7C8ZfFvrbC0yNAScXOpxRC0ZxDdgg9moRovKyu8VRQJQrTfmJXao97FT7m4_R0SAY.vKROiOqYEJoGqcVcEI-g3m-sGE01fzzdU1WCPk23t_s&dib_tag=se&keywords=vase&qid=1756914102&sr=8-6 , https://m.media-amazon.com/images/I/51IMYzwIY0L._SX300_SY300_QL70_FMwebp_.jpg
vase,"SPHINX Ribbed Pipe Ceramic Vase, Flower Vase, Pampas Grass Vase, Vase for Money Plant Live Plants, Vase Home Decor Centrepiece Decor for Home, Office, or Gifts VASE ONLY NO Flowers- (White, 6 Inch)",Ceramic,0.3,1,https://www.amazon.in/SPHINX-Ceramic-Centrepiece-Flowers-White/dp/B0CWY4TKNW/ref=sr_1_8?dib=eyJ2IjoiMSJ9._jICbTCCl4EscNtEPH6mdWFBm_FtwSXOxJkrCo7IKu-k-ndHamfU34rGKeJbEeW5COBtRSsWatLF5EtQvF2ZXVU1X7oWD8eHuCAmFWQi15kUH_zKRx6_We6llQlNUtCONWQe8vQXN1Scgbl6gy9l8558LppEcTuv57_JdHIgDxPHgoaX-SSaLtTfi2tkLWOllvKJuGb_JFY4JXdEJyBurnBfe0ErIObCWprmS4zAwh7C8ZfFvrbC0yNAScXOpxRC0ZxDdgg9moRovKyu8VRQJQrTfmJXao97FT7m4_R0SAY.vKROiOqYEJoGqcVcEI-g3m-sGE01fzzdU1WCPk23t_s&dib_tag=se&keywords=vase&qid=1756914102&sr=8-8 , https://m.media-amazon.com/images/I/41c1M7IQpzL._SY300_SX300_QL70_FMwebp_.jpg
vase,"Zynkraft Ribbed Pipe Ceramic Flower Vase for Home Decor, Pampas Grass & Live Plants – Decorative Centrepiece for Living Room, Office or Gifting – (Off-White, 6 Inch, Vase Only No Flowers)",Ceramic,0.3,1,https://www.amazon.in/Zynkraft-Ribbed-Ceramic-Flower-Pampas/dp/B0FN84HLBP/ref=sr_1_9?dib=eyJ2IjoiMSJ9._jICbTCCl4EscNtEPH6mdWFBm_FtwSXOxJkrCo7IKu-k-ndHamfU34rGKeJbEeW5COBtRSsWatLF5EtQvF2ZXVU1X7oWD8eHuCAmFWQi15kUH_zKRx6_We6llQlNUtCONWQe8vQXN1Scgbl6gy9l8558LppEcTuv57_JdHIgDxPHgoaX-SSaLtTfi2tkLWOllvKJuGb_JFY4JXdEJyBurnBfe0ErIObCWprmS4zAwh7C8ZfFvrbC0yNAScXOpxRC0ZxDdgg9moRovKyu8VRQJQrTfmJXao97FT7m4_R0SAY.vKROiOqYEJoGqcVcEI-g3m-sGE01fzzdU1WCPk23t_s&dib_tag=se&keywords=vase&qid=1756914102&sr=8-9 , https://m.media-amazon.com/images/I/41avN027QnL._SX300_SY300_QL70_FMwebp_.jpg
vase,"PUREZENTO White Ribbed Texture Ceramic Vase - 6 Inch | Vases for Decor Centerpiece Home Decor, Office, Living Room | Decorative Vases for Pampas Grass, Dried & Artificial Flowers",Ceramic,0.51,1,https://www.amazon.in/PUREZENTO-Ribbed-Texture-Ceramic-Vase/dp/B0DGD8QB1D/ref=sr_1_10?dib=eyJ2IjoiMSJ9._jICbTCCl4EscNtEPH6mdWFBm_FtwSXOxJkrCo7IKu-k-ndHamfU34rGKeJbEeW5COBtRSsWatLF5EtQvF2ZXVU1X7oWD8eHuCAmFWQi15kUH_zKRx6_We6llQlNUtCONWQe8vQXN1Scgbl6gy9l8558LppEcTuv57_JdHIgDxPHgoaX-SSaLtTfi2tkLWOllvKJuGb_JFY4JXdEJyBurnBfe0ErIObCWprmS4zAwh7C8ZfFvrbC0yNAScXOpxRC0ZxDdgg9moRovKyu8VRQJQrTfmJXao97FT7m4_R0SAY.vKROiOqYEJoGqcVcEI-g3m-sGE01fzzdU1WCPk23t_s&dib_tag=se&keywords=vase&qid=1756914102&sr=8-10 , https://m.media-amazon.com/images/I/41pdmNORkdL._SX300_SY300_QL70_FMwebp_.jpg
plastic chair,"Creative Modern Cane Dining Chair (Set of 4) with Armrests, Plastic Look Woven Rattan Back and Seat, Grey Frame",Plastic,6,4,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNTM1NzkxMDIwNTc5MzE4OjE3NTY5MTM5NDM6c3BfYXRmOjMwMDY0Njk3MTY3MzkzMjo6MDo6&url=%2FCreative-Modern-Dining-Armrests-Plastic%2Fdp%2FB0FGW55WTR%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.cycJYqb2GfGp9y44gE6AAHG8PkSBKWSrQGYfE6bQni8jKSHaRUj_5E142Y2259JrehhkoIGJJKW-1GdIG-mDppdVY_ZDlg0oCB5Xpo0Vv_rPZLbmUyd5gqOCRed1zAzE_4wFiYmXNDtZUVTl1e2bki8nIq59o3vexXr63sUpP15WOvkdG4vW0kAqejOfkeuqw3Ba9usutJFyDwxfgZZUNzz8l8byZ_gOgXjgQpgwH8EExUIQmsEC2roIf2XN2nxOrw4qhKbRWGKyqfEiftaFswBB4DePWAtXpsMsXRfWGsE.sLQw0-2WxA_l6qnhWoY_0ckyA5Qvmk8EaYZ5zvKxS24%26dib_tag%3Dse%26keywords%3Dplastic%2Bchair%26qid%3D1756913942%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1&aref=uGNjcH9ygb&sp_cr=ZAZ , https://m.media-amazon.com/images/I/41rft2ryhuL._SY300_SX300_QL70_FMwebp_.jpg
plastic chair,"Homiboss Plastic Chair Set of 6, kursi, Chairs for Home, Office, Outdoor and Indoor Color - Brown Set of 6 Pieces",Plastic,1,6,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNTM1NzkxMDIwNTc5MzE4OjE3NTY5MTM5NDM6c3BfYXRmOjMwMDUxMDEzNDM2MjEzMjo6MDo6&url=%2FHomiboss-Premium-Plastic-Bedroom-Kitchen%2Fdp%2FB0B5N1VQ5G%2Fref%3Dsr_1_2_sspa%3Fdib%3DeyJ2IjoiMSJ9.cycJYqb2GfGp9y44gE6AAHG8PkSBKWSrQGYfE6bQni8jKSHaRUj_5E142Y2259JrehhkoIGJJKW-1GdIG-mDppdVY_ZDlg0oCB5Xpo0Vv_rPZLbmUyd5gqOCRed1zAzE_4wFiYmXNDtZUVTl1e2bki8nIq59o3vexXr63sUpP15WOvkdG4vW0kAqejOfkeuqw3Ba9usutJFyDwxfgZZUNzz8l8byZ_gOgXjgQpgwH8EExUIQmsEC2roIf2XN2nxOrw4qhKbRWGKyqfEiftaFswBB4DePWAtXpsMsXRfWGsE.sLQw0-2WxA_l6qnhWoY_0ckyA5Qvmk8EaYZ5zvKxS24%26dib_tag%3Dse%26keywords%3Dplastic%2Bchair%26qid%3D1756913942%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1&aref=PEzHYR3CBV&sp_cr=ZAZ , https://m.media-amazon.com/images/I/41SJ8YlzobL._SY300_SX300_QL70_FMwebp_.jpg
plastic chair,"Nilkamal Plastic Chair for Living room with Arm |Set of 2 | 3 Year Warranty | For Home, Living Room, Outdoor | Marble Beige Colour | CHR2101",Plastic,4,2,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNTM1NzkxMDIwNTc5MzE4OjE3NTY5MTM5NDM6c3BfYXRmOjMwMDYyMTU2MTE1NjAzMjo6MDo6&url=%2FNilkamal-CHR2101-Plastic-Chair-Marble%2Fdp%2FB07X88HCMW%2Fref%3Dsr_1_3_sspa%3Fdib%3DeyJ2IjoiMSJ9.cycJYqb2GfGp9y44gE6AAHG8PkSBKWSrQGYfE6bQni8jKSHaRUj_5E142Y2259JrehhkoIGJJKW-1GdIG-mDppdVY_ZDlg0oCB5Xpo0Vv_rPZLbmUyd5gqOCRed1zAzE_4wFiYmXNDtZUVTl1e2bki8nIq59o3vexXr63sUpP15WOvkdG4vW0kAqejOfkeuqw3Ba9usutJFyDwxfgZZUNzz8l8byZ_gOgXjgQpgwH8EExUIQmsEC2roIf2XN2nxOrw4qhKbRWGKyqfEiftaFswBB4DePWAtXpsMsXRfWGsE.sLQw0-2WxA_l6qnhWoY_0ckyA5Qvmk8EaYZ5zvKxS24%26dib_tag%3Dse%26keywords%3Dplastic%2Bchair%26qid%3D1756913942%26sr%3D8-3-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1&aref=sIAIMnDAIv&sp_cr=ZAZ , https://m.media-amazon.com/images/I/31tEJlPNfeL._SX300_SY300_QL70_FMwebp_.jpg
plastic chair,"Nilkamal Plastic Chair for Living Room with Arm | 3 Year Warranty | for Home, Living Room, Outdoor | Season Rust Brown Colour | Mystique",Polypropylene,2,1,https://www.amazon.in/Nilkamal-Armchair-Polypropylene-Capacity-Structure/dp/B09GYRKY4L/ref=sr_1_8?dib=eyJ2IjoiMSJ9.cycJYqb2GfGp9y44gE6AAHG8PkSBKWSrQGYfE6bQni8jKSHaRUj_5E142Y2259JrehhkoIGJJKW-1GdIG-mDppdVY_ZDlg0oCB5Xpo0Vv_rPZLbmUyd5gqOCRed1zAzE_4wFiYmXNDtZUVTl1e2bki8nIq59o3vexXr63sUpP15WOvkdG4vW0kAqejOfkeuqw3Ba9usutJFyDwxfgZZUNzz8l8byZ_gOgXjgQpgwH8EExUIQmsEC2roIf2XN2nxOrw4qhKbRWGKyqfEiftaFswBB4DePWAtXpsMsXRfWGsE.sLQw0-2WxA_l6qnhWoY_0ckyA5Qvmk8EaYZ5zvKxS24&dib_tag=se&keywords=plastic+chair&qid=1756913942&sr=8-8 , https://m.media-amazon.com/images/I/31hK44Q4B8L.jpg
plastic chair,"Cello Comfort Sit Chair with Arm Rest, Rosewood | 100% Polypropylene Stackable | Strong & Durable | Easy to Clean | for Living/Bed Room, Kitchen, Office Room, Outdoor | 3 Years Warranty",Plastic,1,1,https://www.amazon.in/Cello-Comfort-Sit-Chair-Rosewood/dp/B08L52LKRC/ref=sr_1_9?dib=eyJ2IjoiMSJ9.cycJYqb2GfGp9y44gE6AAHG8PkSBKWSrQGYfE6bQni8jKSHaRUj_5E142Y2259JrehhkoIGJJKW-1GdIG-mDppdVY_ZDlg0oCB5Xpo0Vv_rPZLbmUyd5gqOCRed1zAzE_4wFiYmXNDtZUVTl1e2bki8nIq59o3vexXr63sUpP15WOvkdG4vW0kAqejOfkeuqw3Ba9usutJFyDwxfgZZUNzz8l8byZ_gOgXjgQpgwH8EExUIQmsEC2roIf2XN2nxOrw4qhKbRWGKyqfEiftaFswBB4DePWAtXpsMsXRfWGsE.sLQw0-2WxA_l6qnhWoY_0ckyA5Qvmk8EaYZ5zvKxS24&dib_tag=se&keywords=plastic+chair&qid=1756913942&sr=8-9 , https://m.media-amazon.com/images/I/517qC4RQnRL._SX300_SY300_QL70_FMwebp_.jpg
plastic chair,"Nilkamal Plastic Chair for Living room with Arm | 3 Year Warranty | For Home, Living Room, Outdoor | Marble Beige Colour | CHR2101",Plastic,2,1,https://www.amazon.in/Nilkamal-Ergonomic-Designed-Plastic-Experience/dp/B07SWRMVCS/ref=sr_1_10?dib=eyJ2IjoiMSJ9.cycJYqb2GfGp9y44gE6AAHG8PkSBKWSrQGYfE6bQni8jKSHaRUj_5E142Y2259JrehhkoIGJJKW-1GdIG-mDppdVY_ZDlg0oCB5Xpo0Vv_rPZLbmUyd5gqOCRed1zAzE_4wFiYmXNDtZUVTl1e2bki8nIq59o3vexXr63sUpP15WOvkdG4vW0kAqejOfkeuqw3Ba9usutJFyDwxfgZZUNzz8l8byZ_gOgXjgQpgwH8EExUIQmsEC2roIf2XN2nxOrw4qhKbRWGKyqfEiftaFswBB4DePWAtXpsMsXRfWGsE.sLQw0-2WxA_l6qnhWoY_0ckyA5Qvmk8EaYZ5zvKxS24&dib_tag=se&keywords=plastic+chair&qid=1756913942&sr=8-10 , https://m.media-amazon.com/images/I/31xnYe0sdDL._SX300_SY300_QL70_FMwebp_.jpg
vase,"Glass Vase Bowl, 6""/ 8"" Wide Mouth Flower Vase Round, Glass Hydroponic Planter Floral Container (1 Pack)",Glass,1,1,https://www.amazon.in/Flower-Hydroponic-Planter-Floral-Container/dp/B0FLK3DMYQ/ref=sr_1_7?dib=eyJ2IjoiMSJ9._jICbTCCl4EscNtEPH6mdWFBm_FtwSXOxJkrCo7IKu-k-ndHamfU34rGKeJbEeW5COBtRSsWatLF5EtQvF2ZXVU1X7oWD8eHuCAmFWQi15kUH_zKRx6_We6llQlNUtCONWQe8vQXN1Scgbl6gy9l8558LppEcTuv57_JdHIgDxPHgoaX-SSaLtTfi2tkLWOllvKJuGb_JFY4JXdEJyBurnBfe0ErIObCWprmS4zAwh7C8ZfFvrbC0yNAScXOpxRC0ZxDdgg9moRovKyu8VRQJQrTfmJXao97FT7m4_R0SAY.vKROiOqYEJoGqcVcEI-g3m-sGE01fzzdU1WCPk23t_s&dib_tag=se&keywords=vase&qid=1756914102&sr=8-7 , https://m.media-amazon.com/images/I/516dcS95qXL._SY300_SX300_QL70_FMwebp_.jpg